borough,neighborhood,building_class_category,tax_class_as_of_final_roll,block,lot,building_class_as_of_final,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of,sale_price,sale_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,apartment_number
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,436,57,C6,"87 SAINT MARKS PLACE, 2A",10009,,,,,,1940.0,2,C6,550000,2019-11-14T00:00:00.000,40.727452,-73.98493,103.0,2.0,32.0,1005892.0,1004360057.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,443,52,C6,"50 EAST 1ST STREET, 3",10003,,,,,,1910.0,2,C6,330000,2019-05-17T00:00:00.000,40.723722,-73.989498,103.0,2.0,3602.0,1006107.0,1004430052.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,444,33,C6,"88 EAST THIRD STREET, 14",10003,,,,,,1900.0,2,C6,450000,2019-05-14T00:00:00.000,40.724839,-73.988138,103.0,2.0,3602.0,1006131.0,1004440033.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,445,51,C6,"71 EAST 3RD STREET, 10",10003,,,,,,1900.0,2,C6,999999,2019-08-15T00:00:00.000,40.725053,-73.988592,103.0,2.0,38.0,1006192.0,1004450051.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,445,51,C6,"71 EAST 3RD STREET, HALL",10003,,,,,,1900.0,2,C6,31941,2019-07-11T00:00:00.000,40.725053,-73.988592,103.0,2.0,38.0,1006192.0,1004450051.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,445,51,C6,"71 EAST 3RD STREET, 19/20",10003,,,,,,1900.0,2,C6,766000,2019-07-11T00:00:00.000,40.725053,-73.988592,103.0,2.0,38.0,1006192.0,1004450051.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,445,51,C6,"71 EAST 3RD STREET, 21/22",10003,,,,,,1900.0,2,C6,999000,2019-05-28T00:00:00.000,40.725053,-73.988592,103.0,2.0,38.0,1006192.0,1004450051.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,449,2,C6,"120 SECOND AVENUE, 2C",10003,,,,,,1920.0,2,C6,0,2019-07-29T00:00:00.000,40.728138,-73.987989,103.0,2.0,38.0,1006308.0,1004490002.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2C,450,49,C6,"51 ST MARKS PLACE, 10",10003,,,,,,1920.0,2,C6,780000,2019-05-29T00:00:00.000,40.728239,-73.986802,103.0,2.0,38.0,1006397.0,1004500049.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,452,42,C6,"231 EAST 10TH STREET, 20",10003,,,,,,1900.0,2,C6,10000,2019-08-27T00:00:00.000,40.729129,-73.985258,103.0,2.0,40.0,1006458.0,1004520042.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,60,C6,"321 EAST 12TH STREET, 20",10003,,,,,,1920.0,2,C6,820000,2019-05-08T00:00:00.000,40.730732,-73.98521,103.0,2.0,40.0,1006506.0,1004540060.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,60,C6,"321 EAST 12TH STREET, 8",10003,,,,,,1920.0,2,C6,0,2019-05-06T00:00:00.000,40.730732,-73.98521,103.0,2.0,40.0,1006506.0,1004540060.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,60,C6,"321 EAST 12TH STREET, 19",10003,,,,,,1920.0,2,C6,430000,2019-12-04T00:00:00.000,40.730732,-73.98521,103.0,2.0,40.0,1006506.0,1004540060.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,63,C6,"315 EAST 12TH STREET, 26",10003,,,,,,1900.0,2,C6,455000,2019-10-30T00:00:00.000,40.730773,-73.985311,103.0,2.0,40.0,1006507.0,1004540063.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,63,C6,"315 EAST 12TH STREET, 24",10003,,,,,,1900.0,2,C6,715000,2019-05-09T00:00:00.000,40.730773,-73.985311,103.0,2.0,40.0,1006507.0,1004540063.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,454,63,C6,"315 EAST 12TH STREET, 22",10003,,,,,,1900.0,2,C6,740000,2019-05-02T00:00:00.000,40.730773,-73.985311,103.0,2.0,40.0,1006507.0,1004540063.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,458,32,C6,"32-34 EAST 2ND STREET, 7",10003,,,,,,1900.0,2,C6,480000,2019-04-26T00:00:00.000,40.725144,-73.990829,103.0,2.0,3602.0,1006553.0,1004580032.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2C,467,17,C6,"216 EAST 12TH STREET, 4B",10003,,,,,,1900.0,2,C6,740000,2019-06-27T00:00:00.000,40.731536,-73.987151,103.0,2.0,40.0,1006829.0,1004670017.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,468,24,C6,"228 EAST 13TH STREET, 15",10003,,,,,,1900.0,2,C6,450000,2019-05-22T00:00:00.000,40.732266,-73.986902,103.0,2.0,40.0,1006863.0,1004680024.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2C,468,43,C6,"237 EAST 12TH ST, A",10003,,,,,,1900.0,2,C6,52000,2019-06-03T00:00:00.000,40.73144,-73.986881,103.0,2.0,40.0,1006872.0,1004680043.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,468,48,C6,"227 EAST 12TH STREET, 4B",10003,,,,,,1920.0,2,C6,572000,2019-11-13T00:00:00.000,40.731489,-73.987,103.0,2.0,40.0,1006876.0,1004680048.0,East Village,
1,EAST VILLAGE,09 COOPS - WALKUP APARTMENTS,2,468,48,C6,"227 EAST 12TH STREET, 1A",10003,,,,,,1920.0,2,C6,500000,2019-04-25T00:00:00.000,40.731489,-73.987,103.0,2.0,40.0,1006876.0,1004680048.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 10I",10009,,,,,,1929.0,2,D4,1848195,2019-06-06T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 3C",10009,,,,,,1929.0,2,D4,1848195,2019-06-06T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 12B",10009,,,,,,1929.0,2,D4,0,2019-09-04T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 9F",10009,,,,,,1929.0,2,D4,1848195,2019-06-06T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 5C",10009,,,,,,1929.0,2,D4,1848195,2019-06-06T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,25,D4,"172 EAST 4TH STREET, 6C",10009,,,,,,1929.0,2,D4,1848195,2019-06-06T00:00:00.000,40.724608,-73.985692,103.0,2.0,32.0,1005761.0,1004310025.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,31,D4,"141 EAST THIRD STREET, 2E",10009,,,,,,1929.0,2,D4,975000,2019-12-27T00:00:00.000,40.723793,-73.985602,103.0,2.0,32.0,1005762.0,1004310031.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,431,31,D4,"141 EAST 3RD STREET, 10C",10009,,,,,,1929.0,2,D4,870000,2019-03-13T00:00:00.000,40.723793,-73.985602,103.0,2.0,32.0,1005762.0,1004310031.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,452,6,D4,"170 SECOND AVENUE, 7A",10003,,,,,,1928.0,2,D4,1620000,2019-09-06T00:00:00.000,40.730216,-73.986484,103.0,2.0,40.0,1006435.0,1004520006.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,452,6,D4,"170 SECOND AVENUE, 16C",10003,,,,,,1928.0,2,D4,2800000,2019-03-07T00:00:00.000,40.730216,-73.986484,103.0,2.0,40.0,1006435.0,1004520006.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,452,6,D4,"170 SECOND AVENUE, 16D",10003,,,,,,1928.0,2,D4,2800000,2019-03-07T00:00:00.000,40.730216,-73.986484,103.0,2.0,40.0,1006435.0,1004520006.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,461,24,D4,"232 EAST 6TH STREET, 6D",10003,,,,,,1920.0,2,D4,515000,2019-06-11T00:00:00.000,40.727669,-73.989201,103.0,2.0,38.0,1006622.0,1004610024.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,461,24,D4,"232 EAST 6TH STREET, 3D",10003,,,,,,1920.0,2,D4,0,2019-07-17T00:00:00.000,40.727669,-73.989201,103.0,2.0,38.0,1006622.0,1004610024.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,466,47,D4,"121 EAST 10TH STREET, 5B",10003,,,,,,1950.0,2,D4,566000,2019-09-11T00:00:00.000,40.730521,-73.988551,103.0,2.0,40.0,1006823.0,1004660047.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,467,22,D4,"226 EAST 12TH STREET, 6H",10003,,,,,,1928.0,2,D4,565000,2019-04-30T00:00:00.000,40.731484,-73.987032,103.0,2.0,40.0,1006834.0,1004670022.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,467,22,D4,"226 EAST 12TH STREET, 6F",10003,,,,,,1928.0,2,D4,470000,2019-05-23T00:00:00.000,40.731484,-73.987032,103.0,2.0,40.0,1006834.0,1004670022.0,East Village,
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2,469,25,D4,"234 EAST 14TH STREET, 3B",10003,,,,,,1920.0,2,D4,620000,2019-03-21T00:00:00.000,40.732916,-73.986307,103.0,2.0,40.0,1006904.0,1004690025.0,East Village,
1,EAST VILLAGE,12 CONDOS - WALKUP APARTMENTS,2,461,1101,R2,"217 EAST 5TH STREET, COMM",10003,1.0,0.0,1.0,0,0,1900.0,2,R2,1200000,2019-10-28T00:00:00.000,40.727469,-73.990598,103.0,2.0,38.0,1075925.0,1004617502.0,East Village,COMM
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,438,1105,R4,"416 EAST 11TH STREET, 3A",10009,1.0,0.0,1.0,0,0,,2,R4,1499000,2019-12-12T00:00:00.000,40.72912,-73.983421,103.0,2.0,34.0,1005937.0,1004387502.0,East Village,3A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1013,R4,"438 EAST 12TH STREET, 2P",10009,1.0,0.0,1.0,0,0,2015.0,2,R4,1479365,2019-12-27T00:00:00.000,40.729493,-73.982328,103.0,2.0,34.0,1090470.0,1004397501.0,East Village,2P
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1014,R4,"438 EAST 12TH STREET, 2Q",10009,1.0,0.0,1.0,0,0,2015.0,2,R4,1400000,2019-02-01T00:00:00.000,40.729493,-73.982328,103.0,2.0,34.0,1090470.0,1004397501.0,East Village,2Q
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1041,R4,"438 EAST 12TH STREET, 4F",10009,1.0,0.0,1.0,0,0,2015.0,2,R4,3426116,2019-03-01T00:00:00.000,40.729493,-73.982328,103.0,2.0,34.0,1090470.0,1004397501.0,East Village,4F
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1054,R4,"438 EAST 12TH STREET, 5A",10009,1.0,0.0,1.0,0,0,2015.0,2,R4,1560000,2019-09-24T00:00:00.000,40.729493,-73.982328,103.0,2.0,34.0,1090470.0,1004397501.0,East Village,5A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,439,1086,R4,"438 EAST 12TH STREET, PHE",10009,1.0,0.0,1.0,0,0,2015.0,2,R4,5793511,2019-06-27T00:00:00.000,40.729493,-73.982328,103.0,2.0,34.0,1090470.0,1004397501.0,East Village,PHE
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,440,1106,R4,"407 EAST 12TH STREET, 1RNE",10009,1.0,0.0,1.0,0,0,,2,R4,1800000,2019-08-14T00:00:00.000,40.72979,-73.982988,103.0,2.0,34.0,1086103.0,1004407502.0,East Village,1RNE
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,440,1111,R4,"407 EAST 12TH STREET, 2FW",10009,1.0,0.0,1.0,0,0,,2,R4,1310000,2019-07-03T00:00:00.000,40.72979,-73.982988,103.0,2.0,34.0,1086103.0,1004407502.0,East Village,2FW
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1026,R4,"400 EAST 14TH STREET, 4D",10009,1.0,0.0,1.0,0,0,1911.0,2,R4,688500,2019-05-09T00:00:00.000,40.731275,-73.982389,103.0,2.0,34.0,1084902.0,1004417501.0,East Village,4D
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1033,R4,"400 EAST 14TH STREET, 5A",10009,1.0,0.0,1.0,0,0,1911.0,2,R4,675000,2019-05-03T00:00:00.000,40.731275,-73.982389,103.0,2.0,34.0,1084902.0,1004417501.0,East Village,5A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1204,R4,"425 EAST 13TH STREET, D",10009,1.0,0.0,1.0,0,0,2007.0,2,R4,1800000,2019-11-27T00:00:00.000,40.730363,-73.982353,103.0,2.0,34.0,1087654.0,1004417503.0,East Village,D
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1229,R4,"421 EAST 13TH STREET, 3F",10009,1.0,0.0,1.0,0,0,2007.0,2,R4,874500,2019-03-29T00:00:00.000,40.730388,-73.982418,103.0,2.0,34.0,1087654.0,1004417503.0,East Village,3F
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1258,R4,"421 EAST 13TH STREET, 5G",10009,1.0,0.0,1.0,0,0,2007.0,2,R4,965000,2019-12-24T00:00:00.000,40.730388,-73.982418,103.0,2.0,34.0,1087654.0,1004417503.0,East Village,5G
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,441,1260,R4,"421 EAST 13TH ST, 5J",10009,1.0,0.0,1.0,0,0,2007.0,2,R4,1185000,2019-03-12T00:00:00.000,40.730388,-73.982418,103.0,2.0,34.0,1087654.0,1004417503.0,East Village,5J
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1105,R4,"62 EAST 1ST STREET, 3N",10003,1.0,0.0,1.0,0,0,2007.0,2,R4,1200000,2019-02-07T00:00:00.000,40.723538,-73.989061,103.0,2.0,3602.0,1087936.0,1004437502.0,East Village,3N
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1402,R4,"24 2 AVENUE, 2A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,2838000,2019-05-07T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,2A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1403,R4,"24 2 AVENUE, 2B",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1450000,2019-06-11T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,2B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1406,R4,"24 2 AVENUE, 3A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,2966381,2019-05-03T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,3A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1407,R4,"24 2 AVENUE, 3B",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1475000,2019-04-22T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,3B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1408,R4,"24 2 AVENUE, 3C",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,3650000,2019-05-20T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,3C
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1410,R4,"24 2 AVENUE, 3E",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,995000,2019-03-29T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,3E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1411,R4,"24 2 AVENUE, 4A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,2975000,2019-05-17T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,4A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1412,R4,"24 SECOND AVENUE, 4B",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1501919,2019-05-03T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,4B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1415,R4,"24 2 AVENUE, 4E",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1100000,2019-12-27T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,4E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1416,R4,"24 2 AVENUE, 5A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,2950000,2019-09-16T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,5A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1417,R4,"24 2 AVENUE, 5B",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1552831,2019-05-06T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,5B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1418,R4,"24 2 AVENUE, 5C",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,3835000,2019-05-14T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,5C
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1420,R4,"24 2 AVENUE, 5E",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1198357,2019-04-15T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,5E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1421,R4,"24 2 AVENUE, 6A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,4327563,2019-09-17T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,6A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1422,R4,"24 2 AVENUE, 6C",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,3614788,2019-04-05T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,6C
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1424,R4,"24 2 AVENUE, 6E",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,1237174,2019-10-01T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,6E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1425,R4,"24 2 AVENUE, 7A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,3517545,2019-05-30T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,7A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1427,R4,"24 2 AVENUE, 7D",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,2952925,2019-06-12T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,7D
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,443,1429,R4,"24 2 AVENUE, PH8A",10003,1.0,0.0,1.0,0,0,2017.0,2,R4,5956763,2019-06-26T00:00:00.000,40.724485,-73.990652,103.0,2.0,3602.0,1090700.0,1004437505.0,East Village,PH8A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,444,1006,R4,"72 EAST 3RD STREET, 2D",10003,1.0,0.0,1.0,0,0,1900.0,2,R4,925000,2019-07-29T00:00:00.000,40.725034,-73.988599,103.0,2.0,3602.0,1006142.0,1004447501.0,East Village,2D
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1105,R4,"240 EAST 10TH STREET, 4B",10003,1.0,0.0,1.0,0,0,,2,R4,1700000,2019-04-10T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,4B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1109,R4,"240 EAST 10TH STREET, 5B",10003,1.0,0.0,1.0,0,0,,2,R4,1550000,2019-11-26T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,5B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1111,R4,"240 EAST 10 STREET, 5D",10003,1.0,0.0,1.0,0,0,,2,R4,1495000,2019-05-23T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,5D
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1118,R4,"240 EAST 10TH STREET, 8A",10003,1.0,0.0,1.0,0,0,,2,R4,0,2019-09-24T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,8A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1121,R4,"240 EAST 10TH STREET, 9A",10003,1.0,0.0,1.0,0,0,,2,R4,0,2019-12-05T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,9A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1134,R4,"240 EAST 10TH STREET, 15",10003,1.0,0.0,1.0,0,0,,2,R4,6000000,2019-08-20T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,15
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,451,1136,R4,"240 EAST 10TH STREET, 16B",10003,1.0,0.0,1.0,0,0,,2,R4,6600000,2019-04-09T00:00:00.000,40.728967,-73.984922,103.0,2.0,40.0,1085794.0,1004517502.0,East Village,16B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,453,1526,R4,"311 EAST 11TH STREET, 6B",10003,1.0,0.0,1.0,0,0,2008.0,2,R4,0,2019-09-09T00:00:00.000,40.72999,-73.985438,103.0,2.0,40.0,1088706.0,1004537501.0,East Village,6B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,463,1014,R4,"63 COOPER SQUARE, 3E",10003,1.0,0.0,1.0,0,0,1984.0,2,R4,970000,2019-03-28T00:00:00.000,40.729104,-73.990208,103.0,2.0,38.0,1006698.0,1004637501.0,East Village,3E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,463,1032,R4,"63 COOPER SQUARE, 6C",10003,1.0,0.0,1.0,0,0,1984.0,2,R4,1230000,2019-08-12T00:00:00.000,40.729104,-73.990208,103.0,2.0,38.0,1006698.0,1004637501.0,East Village,6C
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,464,1202,R4,"15 ST MARKS PLACE, 2A",10003,1.0,0.0,1.0,0,0,1910.0,2,R4,129222,2019-11-04T00:00:00.000,40.729156,-73.988956,103.0,2.0,38.0,1006756.0,1004647502.0,East Village,2A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,464,1206,R4,"15 ST MARKS PLACE, 5A",10003,1.0,0.0,1.0,0,0,1910.0,2,R4,939000,2019-06-19T00:00:00.000,40.729156,-73.988956,103.0,2.0,38.0,1006756.0,1004647502.0,East Village,5A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,464,1210,R4,"15 ST MARKS PLACE, PHA",10003,1.0,0.0,1.0,0,0,1910.0,2,R4,895000,2019-06-28T00:00:00.000,40.729156,-73.988956,103.0,2.0,38.0,1006756.0,1004647502.0,East Village,PHA
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,464,1303,R4,"133 2 AVENUE, 2",10003,1.0,0.0,1.0,0,0,1920.0,2,R4,1930000,2019-12-20T00:00:00.000,40.72869,-73.987617,103.0,2.0,38.0,1006748.0,1004647503.0,East Village,2
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,469,1006,R4,"105 3 AVENUE, 1B",10003,1.0,0.0,1.0,0,0,1920.0,2,R4,1325000,2019-04-23T00:00:00.000,40.732502,-73.987743,103.0,2.0,40.0,1066698.0,1004697501.0,East Village,1B
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,469,1408,R4,"123 3 AVENUE, 4A",10003,1.0,0.0,1.0,0,0,2009.0,2,R4,0,2019-06-01T00:00:00.000,40.732977,-73.986841,103.0,2.0,40.0,1088500.0,1004697505.0,East Village,4A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,469,1527,R4,"211 EAST 13TH STREET, 3A",10003,1.0,0.0,1.0,0,0,2012.0,2,R4,0,2019-06-17T00:00:00.000,40.732401,-73.98718,103.0,2.0,40.0,1089710.0,1004697506.0,East Village,3A
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,469,1542,R4,"211 EAST 13TH STREET, 4E",10003,1.0,0.0,1.0,0,0,2012.0,2,R4,1650000,2019-08-30T00:00:00.000,40.732401,-73.98718,103.0,2.0,40.0,1089710.0,1004697506.0,East Village,4E
1,EAST VILLAGE,13 CONDOS - ELEVATOR APARTMENTS,2,469,1556,R4,"211 EAST 13TH STREET, 5H",10003,1.0,0.0,1.0,0,0,2012.0,2,R4,2370000,2019-12-11T00:00:00.000,40.732401,-73.98718,103.0,2.0,40.0,1089710.0,1004697506.0,East Village,5H
