borough,neighborhood,building_class_category,tax_class_as_of_final_roll,block,lot,building_class_as_of_final,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of,sale_price,sale_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,apartment_number
1,CHELSEA,21 OFFICE BUILDINGS,4,697,5,O2,555 WEST 25TH STREET,10001,0.0,8.0,8.0,"7,406","40,926",1926.0,4,O2,43300000,2019-03-28T00:00:00.000,40.749704,-74.00493,104.0,3.0,99.0,1012379.0,1006970005.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,21 OFFICE BUILDINGS,4,697,23,O6,511 WEST 25TH STREET,10001,0.0,53.0,53.0,"9,890","83,612",1917.0,4,O6,148254147,2019-05-23T00:00:00.000,40.749364,-74.004132,104.0,3.0,99.0,1012382.0,1006970023.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,21 OFFICE BUILDINGS,4,700,55,O2,538 WEST 29TH STREET,10001,1.0,3.0,4.0,"2,498","7,380",1910.0,4,O2,11000000,2019-03-13T00:00:00.000,40.752067,-74.002931,104.0,3.0,99.0,1012435.0,1007000055.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,21 OFFICE BUILDINGS,4,712,1,O6,450 WEST 15TH,10011,0.0,30.0,30.0,"34,188","281,361",1936.0,4,O6,591800000,2019-05-22T00:00:00.000,,,,,,,,,
1,CHELSEA,21 OFFICE BUILDINGS,4,746,64,O8,340 WEST 23RD STREET,10011,3.0,1.0,4.0,"2,469","5,603",1900.0,4,O8,0,2019-04-01T00:00:00.000,40.745809,-73.999729,104.0,3.0,93.0,1013367.0,1007460064.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,21 OFFICE BUILDINGS,4,802,75,O6,158 WEST 27 STREET,10001,0.0,14.0,14.0,"8,305","108,000",1913.0,4,O6,99350000,2019-10-24T00:00:00.000,40.746089,-73.992576,105.0,3.0,95.0,1015055.0,1008020075.0,Midtown-Midtown South,
1,CHELSEA,21 OFFICE BUILDINGS,4,803,4,O4,307 7 AVENUE,10001,0.0,194.0,194.0,"10,225","197,612",1926.0,4,O4,115000000,2019-10-17T00:00:00.000,40.746869,-73.993616,105.0,3.0,95.0,1015061.0,1008030004.0,Midtown-Midtown South,
1,CHELSEA,22 STORE BUILDINGS,4,697,13,K9,521 WEST 25TH STREET,10001,0.0,1.0,1.0,"24,687","81,065",1910.0,4,K9,148254147,2019-05-23T00:00:00.000,40.749441,-74.004313,104.0,3.0,99.0,1080314.0,1006970013.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,22 STORE BUILDINGS,4,772,72,K7,250 WEST 23RD STREET,10011,0.0,1.0,1.0,"4,938","15,716",1948.0,4,K7,14500000,2019-09-05T00:00:00.000,40.744698,-73.997091,104.0,3.0,91.0,1014135.0,1007720072.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,22 STORE BUILDINGS,4,772,74,K4,254 WEST 23RD STREET,10011,0.0,3.0,3.0,"2,468","4,700",1920.0,4,K4,4750000,2019-09-05T00:00:00.000,40.744731,-73.997174,104.0,3.0,91.0,1014136.0,1007720074.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,22 STORE BUILDINGS,4,774,79,K4,276 WEST 25TH STREET,10001,0.0,2.0,2.0,"2,380","4,666",1910.0,4,K4,6900000,2019-08-02T00:00:00.000,40.746207,-73.996687,104.0,3.0,91.0,1014185.0,1007740079.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,23 LOFT BUILDINGS,4,799,67,L1,"148 WEST 24TH STREET, 4 FL",10011,0.0,15.0,15.0,"4,937","55,923",1910.0,4,L1,4500000,2019-02-28T00:00:00.000,40.744149,-73.993721,104.0,3.0,91.0,1014966.0,1007990067.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,23 LOFT BUILDINGS,4,802,54,L1,118 WEST 27TH STREET,10001,6.0,9.0,15.0,"3,703","43,393",1910.0,4,L1,0,2019-03-20T00:00:00.000,40.745749,-73.991764,105.0,3.0,95.0,1015050.0,1008020054.0,Midtown-Midtown South,
1,CHELSEA,30 WAREHOUSES,4,700,57,E9,542 WEST 29TH STREET,10001,0.0,1.0,1.0,"4,937","8,500",1946.0,4,E9,21350000,2019-03-13T00:00:00.000,40.752098,-74.002999,104.0,3.0,99.0,1012437.0,1007000057.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,30 WAREHOUSES,4,794,9,E9,157 WEST 18TH STREET,10011,0.0,1.0,1.0,"3,620","23,800",1906.0,4,E9,23200000,2019-02-20T00:00:00.000,40.740526,-73.996575,104.0,3.0,87.0,1014713.0,1007940009.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,31 COMMERCIAL VACANT LAND,4,738,60,V1,336 WEST 15TH STREET,10011,0.0,0.0,0.0,"1,528",0,,4,V1,0,2019-07-31T00:00:00.000,40.740918,-74.003165,104.0,3.0,83.0,1000000.0,1007380060.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,31 COMMERCIAL VACANT LAND,4,800,50,H2,113 WEST 24TH STREET,10011,0.0,1.0,1.0,"7,112",0,2019.0,4,V1,74159182,2019-10-17T00:00:00.000,40.743858,-73.992984,104.0,3.0,91.0,1089732.0,1008000050.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,33 EDUCATIONAL FACILITIES,4,697,31,W3,259 10TH AVENUE,10001,0.0,1.0,1.0,"19,760","214,780",1928.0,4,W3,0,2019-06-12T00:00:00.000,40.749065,-74.003183,104.0,3.0,99.0,1012384.0,1006970031.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,33 EDUCATIONAL FACILITIES,4,738,54,W8,324 WEST 15TH STREET,10011,2.0,1.0,3.0,"7,294","19,777",1960.0,4,W8,0,2019-10-21T00:00:00.000,40.740817,-74.002923,104.0,3.0,83.0,1080380.0,1007380054.0,Hudson Yards-Chelsea-Flatiron-Union Square,
1,CHELSEA,44 CONDO PARKING,4,716,1145,RG,"444 WEST 19TH STREET, P3",10011,0.0,1.0,1.0,0,0,,4,RG,3550000,2019-06-25T00:00:00.000,40.744695,-74.004706,104.0,3.0,89.0,1012565.0,1007167501.0,Hudson Yards-Chelsea-Flatiron-Union Square,P3
1,CHELSEA,44 CONDO PARKING,4,768,1215,RG,"134 7 AVENUE, 4",10011,0.0,1.0,1.0,0,0,,4,RG,18000,2019-05-31T00:00:00.000,40.741146,-73.997806,104.0,3.0,87.0,1068033.0,1007687502.0,Hudson Yards-Chelsea-Flatiron-Union Square,4
1,CHELSEA,44 CONDO PARKING,4,768,1231,RG,"140 7TH AVENUE, 20",10011,0.0,1.0,1.0,0,0,,4,RG,40000,2019-12-17T00:00:00.000,40.741324,-73.99768,104.0,3.0,87.0,1068033.0,1007687502.0,Hudson Yards-Chelsea-Flatiron-Union Square,20
1,CHELSEA,45 CONDO HOTELS,4,740,1001,RH,"346 WEST 17TH STREET, HOTEL",10011,0.0,1.0,1.0,0,0,1966.0,4,RH,175000000,2019-06-06T00:00:00.000,40.742233,-74.002494,104.0,3.0,83.0,1088885.0,1007407502.0,Hudson Yards-Chelsea-Flatiron-Union Square,HOTEL
1,CHELSEA,46 CONDO STORE BUILDINGS,4,697,1007,RK,"545 WEST 25TH STREET, 7",10001,0.0,1.0,1.0,0,0,,4,RK,4800000,2019-03-11T00:00:00.000,40.749627,-74.00475,104.0,3.0,99.0,1087496.0,1006977501.0,Hudson Yards-Chelsea-Flatiron-Union Square,7
1,CHELSEA,46 CONDO STORE BUILDINGS,4,721,1001,RK,"410 WEST 24TH STREET, 8I",10011,0.0,1.0,1.0,0,0,1932.0,4,RK,440904,2019-03-18T00:00:00.000,40.747407,-74.001483,104.0,3.0,93.0,1077236.0,1007217501.0,Hudson Yards-Chelsea-Flatiron-Union Square,12B
1,CHELSEA,46 CONDO STORE BUILDINGS,4,740,1002,RK,"346 WEST 17TH STREET, RET",10011,0.0,1.0,1.0,0,0,1966.0,4,RK,175000000,2019-06-06T00:00:00.000,40.742233,-74.002494,104.0,3.0,83.0,1088885.0,1007407502.0,Hudson Yards-Chelsea-Flatiron-Union Square,RET
1,CHELSEA,46 CONDO STORE BUILDINGS,4,796,1201,RK,"129 WEST 20TH STREET, C-1",10011,0.0,1.0,1.0,0,0,,4,RK,4980000,2019-10-10T00:00:00.000,40.741514,-73.995287,104.0,3.0,87.0,1014747.0,1007967503.0,Hudson Yards-Chelsea-Flatiron-Union Square,COMM
1,CHELSEA,47 CONDO NON-BUSINESS STORAGE,4,723,1053,RS,"263 9 AVENUE, STG3",10001,0.0,1.0,1.0,0,0,,4,RS,4820000,2019-12-11T00:00:00.000,40.748178,-74.000112,104.0,3.0,93.0,1012826.0,1007237501.0,Hudson Yards-Chelsea-Flatiron-Union Square,STG3
MANHATTAN,ALPHABET CITY,02 TWO FAMILY DWELLINGS,1,377,72,B9,231 EAST 7TH,10009,2.0,0.0,2.0,1718,5154,1901.0,1,B9,0,2020-10-02T00:00:00.000,,,,,,,,,
1,CHELSEA,47 CONDO NON-BUSINESS STORAGE,4,723,1063,RS,"263 9 AVENUE, STG13",10001,0.0,1.0,1.0,0,0,,4,RS,2500000,2019-05-09T00:00:00.000,40.748178,-74.000112,104.0,3.0,93.0,1012826.0,1007237501.0,Hudson Yards-Chelsea-Flatiron-Union Square,STG13
1,CHELSEA,47 CONDO NON-BUSINESS STORAGE,4,794,1134,RS,"163 WEST 18TH STREET, S3",10011,0.0,1.0,1.0,0,0,2006.0,4,RS,10,2019-10-08T00:00:00.000,40.740575,-73.996698,104.0,3.0,87.0,1087533.0,1007947502.0,Hudson Yards-Chelsea-Flatiron-Union Square,S3
1,CHELSEA,47 CONDO NON-BUSINESS STORAGE,4,794,1350,RS,"155 WEST 18TH STREET, SU 12",10011,0.0,1.0,1.0,0,0,2014.0,4,RS,1755000,2019-06-12T00:00:00.000,40.740509,-73.996536,104.0,3.0,87.0,1090188.0,1007947504.0,Hudson Yards-Chelsea-Flatiron-Union Square,SU 12
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,163,9,C7,26 PELL STREET,10013,27.0,2.0,29.0,"4,330","12,880",1920.0,2,C7,0,2019-05-10T00:00:00.000,40.714868,-73.9982,103.0,1.0,29.0,1001782.0,1001630009.0,Chinatown,
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,163,11,C7,30 PELL STREET,10013,26.0,2.0,28.0,"3,817","13,400",1915.0,2,C7,0,2019-05-10T00:00:00.000,40.714873,-73.998232,103.0,1.0,29.0,1001783.0,1001630011.0,Chinatown,
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,199,31,C7,102 BAYARD STREET,10013,18.0,1.0,19.0,"2,500","9,125",1890.0,2,C7,5500000,2019-05-17T00:00:00.000,40.716081,-73.999769,103.0,1.0,29.0,1076901.0,1001990031.0,Chinatown,
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,205,23,C7,111 MOTT STREET,10013,22.0,1.0,23.0,"2,477","10,300",1900.0,2,C7,9000000,2019-04-05T00:00:00.000,40.717516,-73.997338,102.0,1.0,41.0,1002642.0,1002050023.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,07 RENTALS - WALKUP APARTMENTS,2,304,29,C7,87 CHRYSTIE STREET,10002,10.0,1.0,11.0,"1,900","10,716",1900.0,2,C7,5500000,2019-05-07T00:00:00.000,40.717533,-73.994152,103.0,1.0,16.0,1003940.0,1003040029.0,Chinatown,
1,CHINATOWN,08 RENTALS - ELEVATOR APARTMENTS,2,199,34,D7,106-108 BAYARD STREET,10013,48.0,4.0,52.0,"4,910","30,582",1915.0,2,D7,20150000,2019-06-17T00:00:00.000,40.716139,-73.999931,103.0,1.0,29.0,1002382.0,1001990034.0,Chinatown,
1,CHINATOWN,10 COOPS - ELEVATOR APARTMENTS,2,172,1,D0,"366 BROADWAY, STORE",10013,,,,,,1920.0,2,D0,912063,2019-06-24T00:00:00.000,40.717591,-74.003402,101.0,1.0,31.0,1001862.0,1001720001.0,SoHo-TriBeCa-Civic Center-Little Italy,
1,CHINATOWN,12 CONDOS - WALKUP APARTMENTS,2,277,1110,R2,"95 MADISON STREET, 4B",10002,1.0,0.0,1.0,0,0,,2,R2,0,2019-07-25T00:00:00.000,40.712205,-73.995581,103.0,1.0,8.0,1003333.0,1002777503.0,Chinatown,4B
1,CHINATOWN,12 CONDOS - WALKUP APARTMENTS,2,277,1119,R2,"95 MADISON STREET, 3D",10002,1.0,0.0,1.0,0,0,,2,R2,0,2019-05-30T00:00:00.000,40.712205,-73.995581,103.0,1.0,8.0,1003333.0,1002777503.0,Chinatown,3D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,171,1230,R4,"101 LEONARD STREET, 6A",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,1190000,2019-07-11T00:00:00.000,40.716825,-74.00391,101.0,1.0,31.0,1001838.0,1001717503.0,SoHo-TriBeCa-Civic Center-Little Italy,6A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,171,1232,R4,"101 LEONARD STREET, 6C",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,1340000,2019-12-04T00:00:00.000,40.716825,-74.00391,101.0,1.0,31.0,1001838.0,1001717503.0,SoHo-TriBeCa-Civic Center-Little Italy,6C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,171,1233,R4,"101 LEONARD STREET, 6D",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,2287500,2019-12-09T00:00:00.000,40.716825,-74.00391,101.0,1.0,31.0,1001838.0,1001717503.0,SoHo-TriBeCa-Civic Center-Little Italy,6D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,171,1241,R4,"101 LEONARD STREET, 7F",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,2070000,2019-05-29T00:00:00.000,40.716825,-74.00391,101.0,1.0,31.0,1001838.0,1001717503.0,SoHo-TriBeCa-Civic Center-Little Italy,7F
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,171,1252,R4,"101 LEONARD STREET, 9E",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,2900000,2019-06-17T00:00:00.000,40.716825,-74.00391,101.0,1.0,31.0,1001838.0,1001717503.0,SoHo-TriBeCa-Civic Center-Little Italy,9E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1042,R4,"376 BROADWAY, 7G",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-06-26T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,7G
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1049,R4,"376 BROADWAY, 8G",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,600000,2019-08-01T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,8G
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1049,R4,"376 BROADWAY, 8G",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-02-01T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,8G
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1068,R4,"376 BROADWAY, 11E",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-06-14T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,11E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1134,R4,"376 BROADWAY, 21A",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-08-27T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,21A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1135,R4,"376 BROADWAY, 21B",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-08-27T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,21B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1139,R4,"376 BROADWAY, 21F",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,350000,2019-05-30T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,21F
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1140,R4,"376 BROADWAY, 21G",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,250000,2019-05-31T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,21G
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1140,R4,"376 BROADWAY, 21G",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-05-14T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,21G
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1143,R4,"376 BROADWAY, 22C",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,0,2019-02-21T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,22C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1150,R4,"376 BROADWAY, 23C",10013,1.0,0.0,1.0,0,0,1990.0,2,R4,533333,2019-07-02T00:00:00.000,40.717906,-74.003135,101.0,1.0,31.0,1001866.0,1001727501.0,SoHo-TriBeCa-Civic Center-Little Italy,23C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1201,R4,"81 WHITE STREET, 1E",10013,1.0,0.0,1.0,0,0,,2,R4,4073750,2019-02-15T00:00:00.000,40.717566,-74.002139,101.0,1.0,31.0,1087055.0,1001727502.0,SoHo-TriBeCa-Civic Center-Little Italy,1E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1411,R4,"50 FRANKLIN STREET, 3E",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,988000,2019-03-27T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,3E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1413,R4,"50 FRANKLIN STREET, 4B",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,875000,2019-06-17T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,4B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1422,R4,"50 FRANKLIN STREET, 6A",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,999000,2019-09-09T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,6A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1426,R4,"50 FRANKLIN STREET, 6E",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,1120000,2019-08-21T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,6E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1450,R4,"50 FRANKLIN STREET, 11D",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,1590000,2019-06-21T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,11D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,172,1457,R4,"50 FRANKLIN STREET, 14C",10013,1.0,0.0,1.0,0,0,2007.0,2,R4,1562500,2019-07-15T00:00:00.000,40.716951,-74.0025,101.0,1.0,31.0,1088222.0,1001727504.0,SoHo-TriBeCa-Civic Center-Little Italy,14C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1022,R4,"50 BAYARD STREET, 2W",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-07-23T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,2W
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1057,R4,"50 BAYARD STREET, 4J",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-05-10T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,4J
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1081,R4,"50 BAYARD STREET, 5J",10013,1.0,0.0,1.0,0,0,,2,R4,900000,2019-08-19T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,5J
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1089,R4,"50 BAYARD STREET, 5R",10013,1.0,0.0,1.0,0,0,,2,R4,700000,2019-11-19T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,5R
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1090,R4,"50 BAYARD STREET, 5S",10013,1.0,0.0,1.0,0,0,,2,R4,742000,2019-05-02T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,5S
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1114,R4,"50 BAYARD STREET, 6S",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-10-12T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,6S
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1114,R4,"50 BAYARD STREET, 6S",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-10-28T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,6S
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1115,R4,"50 BAYARD STREET, 6T",10013,1.0,0.0,1.0,0,0,,2,R4,510000,2019-02-15T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,6T
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1124,R4,"50 BAYARD STREET, 7D",10013,1.0,0.0,1.0,0,0,,2,R4,710000,2019-08-27T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1124,R4,"50 BAYARD STREET, 7D",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-10-03T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1125,R4,"50 BAYARD STREET, 7E",10013,1.0,0.0,1.0,0,0,,2,R4,720000,2019-03-20T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7E
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1128,R4,"50 BAYARD STREET, 7H",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-02-21T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7H
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1135,R4,"50 BAYARD STREET, 7P",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-07-25T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7P
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1140,R4,"50 BAYARD STREET, 7U",10013,1.0,0.0,1.0,0,0,,2,R4,800000,2019-04-02T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,7U
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1146,R4,"50 BAYARD STREET, 8B",10013,1.0,0.0,1.0,0,0,,2,R4,545000,2019-05-21T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,8B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1160,R4,"50 BAYARD STREET, 8Q",10013,1.0,0.0,1.0,0,0,,2,R4,0,2019-06-26T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,8Q
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,202,1163,R4,"50 BAYARD STREET, 8T",10013,1.0,0.0,1.0,0,0,,2,R4,220000,2019-02-21T00:00:00.000,40.715258,-73.997414,103.0,1.0,29.0,1002434.0,1002027501.0,Chinatown,8T
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,206,1113,R4,"123 BAXTER STREET, 3D",10013,1.0,0.0,1.0,0,0,2003.0,2,R4,1387500,2019-11-12T00:00:00.000,40.718161,-73.998918,102.0,1.0,41.0,1086548.0,1002067501.0,SoHo-TriBeCa-Civic Center-Little Italy,3D
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,206,1117,R4,"123 BAXTER STREET, 4C",10013,1.0,0.0,1.0,0,0,2003.0,2,R4,1248000,2019-02-28T00:00:00.000,40.718161,-73.998918,102.0,1.0,41.0,1086548.0,1002067501.0,SoHo-TriBeCa-Civic Center-Little Italy,4C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,208,1004,R4,"129 LAFAYETTE STREET, 2C",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2750000,2019-08-15T00:00:00.000,40.718897,-74.000094,102.0,1.0,45.0,1002673.0,1002087501.0,SoHo-TriBeCa-Civic Center-Little Italy,2C
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,208,1006,R4,"129 LAFAYETTE STREET, 3B",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2350000,2019-12-02T00:00:00.000,40.718897,-74.000094,102.0,1.0,45.0,1002673.0,1002087501.0,SoHo-TriBeCa-Civic Center-Little Italy,3B
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,234,1005,R4,"161 GRAND STREET, 3A",10013,1.0,0.0,1.0,0,0,,2,R4,600000,2019-03-25T00:00:00.000,40.719852,-73.998683,102.0,1.0,45.0,1003056.0,1002347501.0,SoHo-TriBeCa-Civic Center-Little Italy,3A
1,CHINATOWN,13 CONDOS - ELEVATOR APARTMENTS,2,234,1006,R4,"161 GRAND STREET, 3B",10013,1.0,0.0,1.0,0,0,,2,R4,2575000,2019-10-01T00:00:00.000,40.719852,-73.998683,102.0,1.0,45.0,1003056.0,1002347501.0,SoHo-TriBeCa-Civic Center-Little Italy,3B
